T,ENC,IMU,Lag,ENC_RAW
3309,0.00,0.08,3.9,275
3312,0.00,0.08,5.3,275
3316,0.00,0.08,3.9,275
3320,0.00,0.08,6.0,275
3323,0.00,0.08,3.4,275
3327,0.00,0.08,5.0,275
3330,0.00,0.08,3.4,275
3334,0.00,0.08,4.6,275
3338,0.00,0.08,3.2,275
3341,0.00,0.08,4.4,275
3345,0.00,0.08,5.2,275
3348,0.00,0.08,3.8,275
3352,0.00,0.08,4.8,275
3355,0.00,0.08,3.4,275
3359,0.00,0.08,4.4,275
3362,0.00,0.08,3.0,275
3366,0.00,0.08,4.1,275
3369,0.00,0.08,5.2,275
3373,0.00,0.08,3.4,275
3377,0.00,0.08,4.6,275
3380,0.00,0.08,3.2,275
3384,0.00,0.08,4.2,275
3387,0.00,0.08,5.2,275
3393,0.00,0.08,6.6,275
3397,0.00,0.08,5.0,275
3401,0.00,0.08,4.3,275
3405,0.00,0.08,5.3,275
3408,0.00,0.08,4.0,275
3412,0.00,0.08,5.0,275
3415,0.00,0.08,3.6,275
3419,0.00,0.08,4.6,275
3422,0.00,0.08,5.5,275
3426,0.00,0.08,4.2,275
3430,0.00,0.08,5.3,275
3433,0.00,0.08,3.9,275
3437,0.00,0.08,5.0,275
3440,0.00,0.08,5.9,275
3444,0.00,0.08,7.1,275
3447,0.00,0.07,5.0,275
3451,0.00,0.07,4.1,275
3454,0.00,0.07,5.3,275
3458,0.00,0.07,6.3,275
3461,0.00,0.07,4.7,275
3465,0.00,0.07,3.4,275
3469,0.00,0.07,4.6,275
3472,0.00,0.07,5.5,275
3476,0.00,0.07,4.1,275
3480,0.00,0.07,5.3,275
3483,0.00,0.07,4.1,275
3487,0.00,0.07,5.2,275
3490,0.00,0.07,3.2,275
3494,0.00,0.07,4.8,275
3497,0.00,0.07,3.2,275
3501,0.00,0.07,4.4,275
3504,0.00,0.07,5.3,275
3508,0.00,0.07,4.5,275
3512,0.00,0.07,5.3,275
3516,0.00,0.07,4.1,275
3519,0.00,0.07,2.9,275
3523,0.00,0.07,4.1,275
3527,0.00,0.07,5.3,275
3530,0.00,0.07,3.7,275
3534,0.00,0.07,4.8,275
3537,0.00,0.07,3.2,275
3541,0.00,0.07,4.4,275
3544,0.00,0.07,5.3,275
3548,0.00,0.07,4.4,275
3552,0.00,0.07,3.4,275
3596,0.00,0.07,44.2,275
3599,0.00,0.06,10.3,275
3609,0.00,0.06,9.0,275
3612,0.00,0.06,5.5,275
3616,0.00,0.06,4.7,275
3620,0.00,0.06,3.5,275
3624,0.00,0.06,5.3,275
3628,0.00,0.06,4.7,275
3632,0.00,0.06,5.3,275
3635,0.00,0.06,3.7,275
3639,0.00,0.06,5.0,275
3642,0.00,0.06,3.4,275
3646,0.00,0.07,4.6,275
3649,0.00,0.07,3.2,275
3653,0.00,0.07,4.2,275
3657,0.00,0.07,6.2,275
3660,0.00,0.07,3.8,275
3664,0.00,0.07,5.2,275
3667,0.00,0.07,3.8,275
3672,0.00,0.07,5.4,275
3675,0.00,0.07,5.9,275
3678,0.00,0.07,4.7,275
3682,0.00,0.07,3.4,275
3686,0.00,0.07,4.6,275
3689,0.00,0.07,3.0,275
3693,0.00,0.07,4.2,275
3696,0.00,0.07,5.2,275
3700,0.00,0.07,3.6,275
3703,0.00,0.07,4.8,275
3707,0.00,0.07,3.0,275
3711,0.00,0.07,5.0,275
3714,0.00,0.07,3.7,275
3718,0.00,0.07,4.2,275
3721,0.00,0.07,5.2,275
3725,0.00,0.07,3.7,275
3728,0.00,0.07,4.8,275
3732,0.00,0.07,5.9,275
3735,0.00,0.07,4.8,275
3738,0.00,0.07,5.0,275
3742,0.00,0.07,3.4,275
3746,0.00,0.07,4.6,275
3749,0.00,0.08,3.0,275
3753,0.00,0.08,3.9,275
3756,0.00,0.08,5.2,275
3762,0.00,0.08,6.6,275
3766,0.00,0.08,5.0,275
3770,0.00,0.08,4.1,275
3774,0.00,0.08,5.2,275
3777,0.00,0.08,3.8,275
3781,0.00,0.08,4.8,275
3784,0.00,0.08,3.4,275
3788,0.00,0.08,4.8,275
3791,0.00,0.08,3.0,275
3795,0.00,0.08,4.2,275
3799,0.00,0.08,5.1,275
3802,0.00,0.08,3.6,275
3806,0.00,0.08,4.8,275
3809,0.00,0.08,3.2,275
3813,0.00,0.08,4.2,275
3816,0.00,0.08,5.2,275
3819,0.00,0.08,3.8,275
3823,0.00,0.08,5.0,275
3827,0.00,0.08,3.2,275
3830,0.00,0.08,4.4,275
3834,0.00,0.08,4.1,275
3837,0.00,0.08,4.0,275
3841,0.00,0.08,5.0,275
3844,0.00,0.08,3.4,275
3848,0.00,0.08,4.6,275
3851,0.00,0.08,5.7,275
3855,0.00,0.08,6.6,275
3858,0.00,0.08,4.9,275
3862,0.00,0.08,3.8,275
3866,0.00,0.08,5.2,275
3869,0.00,0.08,3.7,275
3873,0.00,0.08,4.8,275
3876,0.00,0.08,5.7,275
3880,0.00,0.08,4.1,275
3884,0.00,0.08,5.3,275
3887,0.00,0.08,3.2,275
3891,0.00,0.08,5.0,275
3894,0.00,0.08,3.6,275
3898,0.00,0.08,4.6,275
3901,0.00,0.08,5.5,275
3905,0.00,0.08,4.5,275
3909,0.00,0.08,3.2,275
3913,0.00,0.08,3.9,275
3916,0.00,0.08,5.5,275
3919,0.00,0.08,3.9,275
3926,0.00,0.08,5.8,275
3930,0.00,0.08,4.3,275
3934,0.00,0.08,3.4,275
3938,0.00,0.08,4.4,275
3941,0.00,0.08,5.5,275
3945,0.00,0.08,4.4,275
3949,0.00,0.08,3.2,275
3952,0.00,0.08,4.2,275
3956,0.00,0.08,5.3,275
3959,0.00,0.08,4.0,275
3963,0.00,0.08,5.0,275
3966,0.00,0.08,3.4,275
3970,0.00,0.08,4.6,275
3974,0.00,0.08,4.9,275
3977,0.00,0.08,6.6,275
3980,0.00,0.08,5.1,275
3984,0.00,0.08,3.6,275
3988,0.00,0.08,4.8,275
3991,0.00,0.08,3.2,275
3995,0.00,0.08,4.4,275
3998,0.00,0.08,3.0,275
4002,0.00,0.08,4.1,275
4005,0.00,0.08,5.0,275
4009,0.00,0.08,3.4,275
4012,0.00,0.08,4.4,275
4016,0.00,0.08,3.0,275
4020,0.00,0.08,5.0,275
4024,0.00,0.08,3.2,275
4027,0.00,0.08,4.6,275
4031,0.00,0.08,5.5,275
4034,0.00,0.08,4.1,275
4038,0.00,0.08,5.2,275
4041,0.00,0.08,3.2,275
4045,0.00,0.08,4.8,275
4049,0.00,0.08,2.8,275
4052,0.00,0.08,4.6,275
4056,0.00,0.08,3.0,275
4060,0.00,0.08,5.2,275
4063,0.00,0.08,5.0,275
4066,0.00,0.08,3.6,275
4070,0.00,0.08,4.6,275
4073,0.00,0.08,5.7,275
4077,0.00,0.08,4.1,275
4081,0.00,0.08,5.3,275
4086,0.00,0.08,5.7,275
4091,0.00,0.08,5.8,275
4094,0.00,0.08,4.1,275
4098,0.00,0.08,5.5,275
4102,0.00,0.08,4.1,275
4105,0.00,0.08,5.2,275
4109,0.00,0.08,3.0,275
4112,0.00,0.08,4.8,275
4116,0.00,0.08,3.2,275
4120,0.00,0.08,4.4,275
4123,0.00,0.08,2.8,275
4127,0.00,0.08,4.6,275
4131,0.00,0.08,3.2,275
4135,0.00,0.08,5.2,275
4138,0.00,0.08,3.3,275
4142,0.00,0.08,4.6,275
4146,0.00,0.09,3.0,275
4149,0.00,0.09,3.9,275
4153,0.00,0.09,5.2,275
4156,0.00,0.09,3.6,275
4161,0.00,0.09,5.3,275
4164,0.00,0.09,4.1,275
4168,0.00,0.09,5.2,275
4171,0.00,0.09,3.8,275
4176,0.00,0.09,5.7,275
4179,0.00,0.09,4.1,275
4183,0.00,0.09,5.5,275
4186,0.00,0.09,4.1,275
4190,0.00,0.09,5.2,275
4193,0.00,0.09,3.8,275
4197,0.00,0.09,4.8,275
4201,0.00,0.09,3.2,275
4204,0.00,0.09,4.4,275
4208,0.00,0.09,5.3,275
4211,0.00,0.09,3.8,275
4215,0.00,0.09,5.3,275
4219,0.00,0.09,3.8,275
4223,0.00,0.09,5.2,275
4226,0.00,0.09,3.7,275
4230,0.00,0.09,5.3,275
4234,0.00,0.09,4.1,275
4237,0.00,0.09,4.6,275
4240,0.00,0.09,3.2,275
4244,0.00,0.09,3.9,275
4248,0.00,0.09,5.3,275
4291,0.00,0.09,43.8,275
4296,0.00,0.09,14.0,275
4304,0.00,0.09,6.5,275
4308,0.00,0.09,3.4,275
4312,0.00,0.09,4.8,275
4315,0.00,0.09,5.7,275
4319,0.00,0.09,4.3,275
4323,0.00,0.09,5.3,275
4326,0.00,0.09,3.8,275
4330,0.00,0.09,5.1,275
4333,0.00,0.09,5.7,275
4337,0.00,0.09,4.5,275
4340,0.00,0.09,3.2,275
4344,0.00,0.09,4.6,275
4348,0.00,0.08,3.0,275
4351,0.00,0.08,3.9,275
4355,0.00,0.08,5.2,275
4358,0.00,0.08,3.6,275
4362,0.00,0.08,4.8,275
4365,0.00,0.08,3.2,275
4369,0.00,0.08,4.8,275
4373,0.00,0.08,5.7,275
4376,0.00,0.08,4.4,275
4379,0.00,0.08,3.3,275
4383,0.00,0.08,3.3,275
4386,0.00,0.08,4.2,275
4390,0.00,0.08,5.9,275
4393,0.00,0.08,4.2,275
4396,0.00,0.08,4.1,275
4400,0.00,0.08,5.5,275
4416,0.00,0.08,3.9,275
4420,0.00,0.08,4.7,275
4425,0.00,0.08,5.4,275
4429,0.00,0.08,4.5,275
4433,0.00,0.08,4.4,275
4437,0.00,0.08,4.9,275
4441,0.00,0.08,3.8,275
4445,0.00,0.08,5.2,275
4448,0.00,0.08,3.8,275
4452,0.00,0.08,3.7,275
4455,0.00,0.08,3.4,275
4459,0.00,0.08,4.6,275
4462,0.00,0.08,2.8,275
4466,0.00,0.08,3.9,275
4472,0.00,0.08,8.2,275
4476,0.00,0.08,3.7,275
4480,0.00,0.08,3.0,275
4484,0.00,0.08,4.8,275
4488,0.00,0.08,3.4,275
4491,0.00,0.08,2.7,275
4495,0.00,0.08,3.0,275
4498,0.00,0.08,6.3,275
4502,0.00,0.08,4.9,275
4505,0.00,0.08,3.2,275
4509,0.00,0.08,5.0,275
4513,0.00,0.08,6.0,275
4516,0.00,0.08,4.4,275
4519,0.00,0.08,5.0,275
4524,0.00,0.08,4.5,275
4527,0.00,0.08,3.2,275
4531,0.00,0.08,4.4,275
4535,0.00,0.08,5.5,275
4538,0.00,0.08,3.8,275
4542,0.00,0.08,5.2,275
4545,0.00,0.08,3.2,275
4549,0.00,0.08,4.8,275
4552,0.00,0.08,3.4,275
4556,0.00,0.08,4.6,275
4560,0.00,0.08,5.3,275
4564,0.00,0.08,4.5,275
4567,0.00,0.08,3.4,275
4571,0.00,0.08,4.4,275
4574,0.00,0.08,3.0,275
4578,0.00,0.08,4.1,275
4582,0.00,0.08,5.0,275
4585,0.00,0.08,3.6,275
4589,0.00,0.08,4.6,275
4592,0.00,0.08,3.0,275
4596,0.00,0.08,4.2,275
4599,0.00,0.08,5.2,275
4602,0.00,0.08,3.6,275
4606,0.00,0.08,4.8,275
4610,0.00,0.08,3.0,275
4613,0.00,0.08,4.4,275
4617,0.00,0.08,3.0,275
4621,0.00,0.08,4.1,275
4624,0.00,0.08,5.0,275
4627,0.00,0.08,3.4,275
4634,0.00,0.08,7.4,275
4637,0.00,0.08,5.8,275
4641,0.00,0.08,4.6,275
4645,0.00,0.08,3.6,275
4649,0.00,0.08,5.3,275
4653,0.00,0.08,5.9,275
4656,0.00,0.08,4.7,275
4660,0.00,0.08,3.0,275
4664,0.00,0.08,4.6,275
4667,0.00,0.08,2.6,275
4671,0.00,0.08,4.4,275
4674,0.00,0.08,2.7,275
4678,0.00,0.08,3.3,275
4681,0.00,0.08,5.0,275
4685,0.00,0.08,3.4,275
4688,0.00,0.08,4.4,275
4692,0.00,0.08,5.5,275
4695,0.00,0.08,3.8,275
4699,0.00,0.08,5.3,275
4702,0.00,0.08,3.8,275
4707,0.00,0.08,5.3,275
4710,0.00,0.08,3.9,275
4714,0.00,0.08,5.0,275
4717,0.00,0.08,5.7,275
4720,0.00,0.08,4.1,275
4724,0.00,0.08,5.3,275
4727,0.00,0.08,3.1,275
4731,0.00,0.08,5.2,275
4735,0.00,0.08,3.4,275
4738,0.00,0.08,4.6,275
4742,0.00,0.08,3.2,275
4746,0.00,0.08,4.8,275
4749,0.00,0.08,5.5,275
4753,0.00,0.08,4.1,275
4756,0.00,0.08,4.8,275
4759,0.00,0.08,5.7,275
4763,0.00,0.08,4.5,275
4767,0.00,0.08,3.8,275
4770,0.00,0.09,4.2,275
4774,0.00,0.09,5.0,275
4777,0.00,0.09,3.5,275
4781,0.00,0.09,4.6,275
4784,0.00,0.09,3.0,275
4788,0.00,0.09,3.7,275
4791,0.00,0.09,5.2,275
4797,0.00,0.09,6.4,275
4801,0.00,0.09,4.3,275
4805,0.00,0.09,4.1,275
4809,0.00,0.09,5.2,275
4812,0.00,0.09,3.8,275
4816,0.00,0.09,4.8,275
4819,0.00,0.09,3.4,275
4823,0.00,0.09,4.6,275
4826,0.00,0.09,2.8,275
4830,0.00,0.09,4.2,275
4834,0.00,0.09,6.1,275
4837,0.00,0.09,3.4,275
4841,0.00,0.09,5.2,275
4845,0.00,0.09,4.8,275
4848,0.00,0.09,4.8,275
4852,0.00,0.09,3.4,275
4855,0.00,0.09,3.7,275
4859,0.00,0.09,5.3,275
4862,0.00,0.09,3.1,275
4866,0.00,0.09,5.2,275
4869,0.00,0.09,3.0,275
4873,0.00,0.09,4.8,275
4876,0.00,0.09,3.0,275
4881,0.00,0.09,5.0,275
4884,0.00,0.09,3.6,275
4888,0.00,0.09,4.6,275
4891,0.00,0.09,5.5,275
4895,0.00,0.09,4.1,275
4899,0.00,0.09,5.2,275
4902,0.00,0.09,3.2,275
4906,0.00,0.09,5.0,275
4909,0.00,0.09,2.8,275
4913,0.00,0.09,4.6,275
4916,0.00,0.09,3.0,275
4921,0.00,0.09,4.8,275
4924,0.00,0.09,3.4,275
4928,0.00,0.09,4.4,275
4931,0.00,0.09,5.3,275
4935,0.00,0.09,4.8,275
4939,0.00,0.09,5.7,275
4942,0.00,0.09,5.9,275
4946,0.00,0.09,6.1,275
4949,0.00,0.09,6.1,275
4953,0.00,0.09,5.2,275
4995,0.00,0.09,44.3,275
4999,0.00,0.09,10.4,275
5008,0.00,0.09,11.6,275
5011,0.00,0.09,4.2,275
5015,0.00,0.09,5.0,275
5019,0.00,0.09,5.0,275
5023,0.00,0.09,4.9,275
5027,0.00,0.09,3.5,275
5030,0.00,0.09,4.8,275
5034,0.00,0.09,3.4,275
5037,0.00,0.09,3.9,275
5041,0.00,0.09,5.3,275
5044,0.00,0.09,3.2,275
5048,0.00,0.09,5.0,275
5051,0.00,0.09,3.4,275
5056,0.00,0.09,5.3,275
5059,0.00,0.09,3.9,275
5063,0.00,0.09,5.4,275
5067,0.00,0.09,3.9,275
5070,0.00,0.09,3.9,275
5074,0.00,0.09,3.3,275
5077,0.00,0.09,4.2,275
5080,0.00,0.09,5.2,275
5084,0.00,0.09,3.6,275
5088,0.00,0.09,4.6,275
5091,0.00,0.09,5.5,275
5095,0.00,0.09,4.7,275
5099,0.00,0.09,3.3,275
5103,0.00,0.09,5.2,275
5106,0.00,0.09,3.6,275
5110,0.00,0.09,4.6,275
5113,0.00,0.09,5.7,275
5117,0.00,0.09,4.1,275
5121,0.00,0.09,5.3,275
5124,0.00,0.09,3.2,275
5128,0.00,0.09,5.0,275
5131,0.00,0.09,3.6,275
5135,0.00,0.09,4.6,275
5138,0.00,0.09,5.5,275
5142,0.00,0.09,4.5,275
5146,0.00,0.09,3.4,275
5150,0.00,0.09,4.4,275
5153,0.00,0.09,5.5,275
5156,0.00,0.09,4.0,275
5160,0.00,0.09,5.0,275
5166,0.00,0.09,5.0,275
5170,0.00,0.09,4.9,275
5174,0.00,0.09,3.8,275
5178,0.00,0.09,5.2,275
5181,0.00,0.09,3.6,275
5185,0.00,0.09,4.8,275
5188,0.00,0.09,3.2,275
5192,0.00,0.09,4.6,275
5196,0.00,0.09,3.0,275
5199,0.00,0.09,4.2,275
5203,0.00,0.09,5.2,275
5206,0.00,0.09,3.6,275
5210,0.00,0.09,4.8,275
5213,0.00,0.09,3.2,275
5217,0.00,0.09,4.4,275
5220,0.00,0.09,5.2,275
5224,0.00,0.09,3.8,275
5227,0.00,0.09,4.8,275
5231,0.00,0.09,3.2,275
5235,0.00,0.09,5.4,275
5238,0.00,0.09,2.8,275
5242,0.00,0.09,4.1,275
5245,0.00,0.09,5.0,275
5248,0.00,0.09,3.4,275
5252,0.00,0.09,4.6,275
5256,0.00,0.09,4.2,275
5259,0.00,0.09,4.2,275
5263,0.00,0.09,5.2,275
5266,0.00,0.09,3.6,275
5270,0.00,0.09,3.7,275
5273,0.00,0.09,5.7,275
5276,0.00,0.09,4.1,275
5280,0.00,0.09,5.0,275
5283,0.00,0.09,3.4,275
5287,0.00,0.09,4.4,275
5290,0.00,0.09,5.5,275
5294,0.00,0.09,3.8,275
5298,0.00,0.09,5.3,275
5301,0.00,0.09,3.9,275
5305,0.00,0.09,5.3,275
5309,0.00,0.09,4.9,275
5312,0.00,0.09,5.0,275
5316,0.00,0.09,3.4,275
5319,0.00,0.09,3.9,275
5325,0.00,0.09,7.5,275
5329,0.00,0.09,4.3,275
5333,0.00,0.09,3.4,275
5337,0.00,0.09,4.8,275
5340,0.00,0.08,3.2,275
5345,0.00,0.08,5.0,275
5348,0.00,0.08,3.6,275
5353,0.00,0.08,5.3,275
5356,0.00,0.08,3.9,275
5360,0.00,0.08,5.0,275
5363,0.00,0.08,3.4,275
5367,0.00,0.08,4.6,275
5370,0.00,0.08,3.0,275
5374,0.00,0.08,3.9,275
5377,0.00,0.08,5.2,275
5381,0.00,0.08,3.6,275
5385,0.00,0.08,5.1,275
5388,0.00,0.08,3.7,275
5393,0.00,0.08,5.5,275
5396,0.00,0.08,4.3,275
5400,0.00,0.08,5.5,275
5404,0.00,0.08,4.6,275
5408,0.00,0.08,3.3,275
5412,0.00,0.08,5.2,275
5416,0.00,0.08,3.7,275
5420,0.00,0.08,5.3,275
5423,0.00,0.08,3.7,275
5427,0.00,0.08,4.8,275
5430,0.00,0.08,3.4,275
5434,0.00,0.08,4.4,275
5438,0.00,0.08,5.5,275
5441,0.00,0.08,4.1,275
5445,0.00,0.08,5.2,275
5448,0.00,0.08,4.0,275
5452,0.00,0.08,5.0,275
5455,0.00,0.08,3.6,275
5460,0.00,0.08,5.0,275
5463,0.00,0.08,3.6,275
5467,0.00,0.08,4.6,275
5470,0.00,0.08,3.2,275
5474,0.00,0.08,4.4,275
5477,0.00,0.08,5.3,275
5481,0.00,0.08,3.7,275
5484,0.00,0.08,4.8,275
5488,0.00,0.08,5.7,275
5494,0.00,0.08,8.9,275
5497,0.00,0.08,2.8,275
5502,0.00,0.08,4.4,275
5505,0.00,0.08,3.6,275
5509,0.00,0.08,4.8,275
5513,0.00,0.08,5.7,275
5516,0.00,0.08,4.3,275
5520,0.00,0.08,5.2,275
5523,0.00,0.08,3.8,275
5527,0.00,0.08,5.2,275
5530,0.00,0.08,4.1,275
5534,0.00,0.08,4.7,275
5538,0.00,0.08,3.4,275
5541,0.00,0.08,4.1,275
5545,0.00,0.08,3.2,275
5549,0.00,0.08,3.5,275
5552,0.00,0.08,5.2,275
5555,0.00,0.08,3.6,275
5559,0.00,0.08,4.8,275
5562,0.00,0.08,3.2,275
5567,0.00,0.08,5.0,275
5570,0.00,0.08,5.7,275
5573,0.00,0.08,4.1,275
5577,0.00,0.08,5.3,275
5581,0.00,0.08,4.1,275
5584,0.00,0.08,5.0,275
5588,0.00,0.08,3.2,275
5592,0.00,0.08,4.8,275
5595,0.00,0.08,3.2,275
5599,0.00,0.08,4.6,275
5602,0.00,0.08,5.3,275
5606,0.00,0.08,4.5,275
5610,0.00,0.08,5.3,275
5626,0.00,0.08,17.1,275
5629,0.00,0.08,5.2,275
5635,0.00,0.08,3.0,275
5639,0.00,0.08,5.0,275
5643,0.00,0.08,4.6,275
5646,0.00,0.08,4.8,275
5650,0.00,0.08,5.5,275
5654,0.00,0.08,4.7,275
5657,0.00,0.08,3.5,275
5662,0.00,0.08,5.3,275
5665,0.00,0.08,3.7,275
5707,0.00,0.08,41.7,275
5711,0.00,0.08,6.3,275
5720,0.00,0.08,10.5,275
5724,0.00,0.08,4.9,275
5727,0.00,0.08,5.9,275
5731,0.00,0.08,6.1,275
5734,0.00,0.08,5.2,275
5738,0.00,0.08,4.3,275
5742,0.00,0.08,5.3,275
5745,0.00,0.08,3.8,275
5749,0.00,0.08,5.0,275
5752,0.00,0.08,3.6,275
5756,0.00,0.08,4.6,275
5759,0.00,0.08,3.2,275
5763,0.00,0.08,3.9,275
5766,0.00,0.09,2.8,275
5770,0.00,0.09,4.1,275
5774,0.00,0.09,5.0,275
5777,0.00,0.09,3.2,275
5781,0.00,0.09,4.6,275
5784,0.00,0.09,3.0,275
5788,0.00,0.09,3.1,275
5791,0.00,0.09,5.0,275
5795,0.00,0.09,3.4,275
5798,0.00,0.09,4.4,275
5802,0.00,0.09,3.0,275
5805,0.00,0.09,4.4,275
5809,0.00,0.09,5.2,275
5812,0.00,0.09,3.6,275
5816,0.00,0.09,5.3,275
5820,0.00,0.09,3.7,275
5824,0.00,0.09,4.8,275
5827,0.00,0.09,3.2,275
5831,0.00,0.09,4.4,275
5834,0.00,0.09,3.0,275
5838,0.00,0.09,3.9,275
5841,0.00,0.09,5.2,275
5845,0.00,0.09,3.6,275
5848,0.00,0.09,4.8,275
5852,0.00,0.09,3.2,275
5856,0.00,0.09,5.0,275
5860,0.00,0.09,4.6,275
5863,0.00,0.09,4.6,275
5867,0.00,0.09,5.7,275
5873,0.00,0.09,7.1,275
5877,0.00,0.09,5.6,275
5881,0.00,0.09,5.4,275
5884,0.00,0.09,2.8,275
5888,0.00,0.09,4.4,275
5891,0.00,0.09,3.0,275
5895,0.00,0.09,4.2,275
5899,0.00,0.09,5.2,275
5902,0.00,0.09,3.6,275
5906,0.00,0.09,4.8,275
5909,0.00,0.09,5.5,275
5912,0.00,0.09,4.3,275
5916,0.00,0.09,5.3,275
5920,0.00,0.09,3.7,275
5924,0.00,0.09,5.2,275
5927,0.00,0.09,3.8,275
5931,0.00,0.09,5.5,275
5935,0.00,0.09,4.1,275
5939,0.00,0.09,5.2,275
5942,0.00,0.09,3.8,275
5946,0.00,0.09,4.8,275
5949,0.00,0.09,3.4,275
5953,0.00,0.09,4.4,275
5956,0.00,0.09,5.5,275
5960,0.00,0.09,4.1,275
5964,0.00,0.09,5.3,275
5967,0.00,0.09,3.7,275
5971,0.00,0.09,4.8,275
5974,0.00,0.09,3.4,275
5978,0.00,0.09,4.6,275
5981,0.00,0.09,3.0,275
5985,0.00,0.09,3.7,275
5988,0.00,0.09,5.2,275
5992,0.00,0.09,3.6,275
5995,0.00,0.09,4.6,275
5999,0.00,0.09,3.2,275
6003,0.00,0.09,5.0,275
6007,0.00,0.09,4.4,275
6011,0.00,0.09,5.2,275
6014,0.00,0.09,3.8,275
6018,0.00,0.09,5.3,275
6022,0.00,0.09,3.8,275
6026,0.00,0.09,5.0,275
6029,0.00,0.09,3.6,275
6035,0.00,0.09,6.6,275
6039,0.00,0.09,5.1,275
6043,0.00,0.09,5.0,275
6046,0.00,0.09,5.6,275
6050,0.00,0.09,4.5,275
6054,0.00,0.09,5.5,275
6058,0.00,0.09,4.9,275
6062,0.00,0.09,3.3,275
6065,0.00,0.09,4.8,275
6069,0.00,0.09,5.5,275
6072,0.00,0.09,4.1,275
6076,0.00,0.09,5.3,275
6079,0.00,0.09,4.1,275
6083,0.00,0.09,5.0,275
6087,0.00,0.09,3.2,275
6090,0.00,0.09,4.8,275
6094,0.00,0.09,3.2,275
6097,0.00,0.09,3.7,275
6101,0.00,0.09,5.3,275
6104,0.00,0.09,3.9,275
6108,0.00,0.09,5.0,275
6111,0.00,0.09,3.4,275
6115,0.00,0.09,4.6,275
6118,0.00,0.09,5.5,275
6122,0.00,0.09,4.1,275
6126,0.00,0.09,5.2,275
6129,0.00,0.09,5.7,275
6132,0.00,0.09,4.5,275
6136,0.00,0.09,3.2,275
6140,0.00,0.09,4.6,275
6143,0.00,0.09,2.8,275
6147,0.00,0.09,4.2,275
6151,0.00,0.09,6.2,275
6154,0.00,0.09,3.6,275
6158,0.00,0.09,5.0,275
6161,0.00,0.09,3.8,275
6166,0.00,0.09,5.3,275
6169,0.00,0.09,5.9,275
6172,0.00,0.09,4.5,275
6176,0.00,0.09,3.2,275
6180,0.00,0.09,4.6,275
6183,0.00,0.09,2.8,275
6187,0.00,0.09,3.7,275
6190,0.00,0.09,5.0,275
6194,0.00,0.09,3.6,275
6200,0.00,0.09,7.8,275
6204,0.00,0.09,3.4,275
6208,0.00,0.09,5.0,275
6211,0.00,0.09,3.6,275
6215,0.00,0.09,4.8,275
6218,0.00,0.09,3.4,275
6222,0.00,0.09,4.4,275
6226,0.00,0.09,5.5,275
6229,0.00,0.09,3.8,275
6233,0.00,0.09,5.3,275
6236,0.00,0.09,3.8,275
6240,0.00,0.09,5.3,275
6244,0.00,0.09,3.9,275
6248,0.00,0.09,5.0,275
6251,0.00,0.09,3.4,275
6255,0.00,0.09,3.9,275
6258,0.00,0.09,5.3,275
6261,0.00,0.09,4.1,275
6266,0.00,0.09,5.5,275
6269,0.00,0.09,5.3,275
6272,0.00,0.09,4.8,275
6276,0.00,0.09,3.2,275
6280,0.00,0.09,5.0,275
6283,0.00,0.09,3.5,275
6287,0.00,0.09,3.5,275
6291,0.00,0.09,3.1,275
6294,0.00,0.09,4.1,275
6297,0.00,0.09,5.0,275
6301,0.00,0.09,3.2,275
6304,0.00,0.09,4.4,275
6308,0.00,0.09,5.3,275
6311,0.00,0.09,3.8,275
6315,0.00,0.09,4.8,275
6318,0.00,0.09,3.4,275
6322,0.00,0.09,4.4,275
6325,0.00,0.09,5.5,275
6329,0.00,0.09,5.7,275
6332,0.00,0.09,5.0,275
6335,0.00,0.09,5.6,275
6340,0.00,0.09,5.0,275
6344,0.00,0.09,3.9,275
6348,0.00,0.09,5.2,275
6351,0.00,0.09,3.6,275
6355,0.00,0.09,4.6,275
6360,0.00,0.09,5.2,275
6402,0.00,0.09,42.6,275
6406,0.00,0.09,10.9,275
6415,0.00,0.09,9.4,275
6419,0.00,0.09,4.1,275
6423,0.00,0.09,5.3,275
6426,0.00,0.09,4.0,275
6430,0.00,0.09,5.0,275
6433,0.00,0.09,3.6,275
6437,0.00,0.09,4.6,275
6440,0.00,0.09,3.2,275
6444,0.00,0.09,4.2,275
6447,0.00,0.09,2.8,275
6451,0.00,0.09,4.1,275
6455,0.00,0.09,5.0,275
6458,0.00,0.09,3.3,275
6462,0.00,0.09,4.4,275
6465,0.00,0.09,5.3,275
6468,0.00,0.09,6.3,275
6472,0.00,0.09,4.9,275
6476,0.00,0.09,3.1,275
6479,0.00,0.09,4.8,275
6483,0.00,0.09,2.8,275
6487,0.00,0.09,4.4,275
6490,0.00,0.09,2.8,275
6494,0.00,0.09,3.5,275
6497,0.00,0.09,5.0,275
6500,0.00,0.09,3.4,275
6505,0.00,0.09,5.3,275
6508,0.00,0.09,3.9,275
6512,0.00,0.09,2.7,275
6516,0.00,0.09,3.7,275
6519,0.00,0.09,4.8,275
6523,0.00,0.09,2.8,275
6526,0.00,0.09,4.4,275
6530,0.00,0.09,2.9,275
6534,0.00,0.09,3.3,275
6537,0.00,0.09,5.2,275
6540,0.00,0.09,3.4,275
6544,0.00,0.09,4.6,275
6547,0.00,0.09,5.5,275
6551,0.00,0.09,4.1,275
6555,0.00,0.09,5.2,275
6558,0.00,0.09,4.6,275
