T,ENC,IMU,Lag,ENC_RAW
3276,0.00,0.01,3.8,275
3280,0.00,0.01,4.8,275
3283,0.00,0.01,3.4,275
3287,0.00,0.01,4.4,275
3290,0.00,0.01,5.5,275
3293,0.00,0.01,3.8,275
3297,0.00,0.01,5.0,275
3301,0.00,0.01,3.6,275
3305,0.00,0.01,5.3,275
3308,0.00,0.01,3.7,275
3312,0.00,0.01,4.1,275
3315,0.00,0.01,5.7,275
3319,0.00,0.01,4.1,275
3322,0.00,0.01,5.3,275
3326,0.00,0.01,3.2,275
3330,0.00,0.01,5.0,275
3333,0.00,0.01,3.3,275
3337,0.00,0.01,4.6,275
3340,0.00,0.01,5.5,275
3344,0.00,0.01,4.6,275
3348,0.00,0.01,3.3,275
3352,0.00,0.01,4.6,275
3355,0.00,0.01,5.3,275
3358,0.00,0.01,3.8,275
3362,0.00,0.01,5.0,275
3365,0.00,0.01,3.4,275
3369,0.00,0.01,4.6,275
3372,0.00,0.01,5.2,275
3378,0.00,0.01,6.1,275
3382,0.00,0.01,4.8,275
3386,0.00,0.01,4.3,275
3390,0.00,0.01,3.0,275
3394,0.00,0.01,4.4,275
3397,0.00,0.01,5.3,275
3401,0.00,0.01,3.8,275
3404,0.00,0.01,5.0,275
3408,0.00,0.01,3.4,275
3411,0.00,0.01,4.4,275
3415,0.00,0.01,5.5,275
3418,0.00,0.01,3.8,275
3422,0.00,0.01,5.2,275
3425,0.00,0.01,3.4,275
3429,0.00,0.01,4.6,275
3432,0.00,0.01,5.5,275
3436,0.00,0.01,4.1,275
3440,0.00,0.01,5.2,275
3443,0.00,0.01,3.8,275
3447,0.00,0.01,5.3,275
3451,0.00,0.01,3.7,275
3454,0.00,0.01,5.0,275
3458,0.00,0.01,3.4,275
3461,0.00,0.01,4.6,275
3465,0.00,0.01,3.2,275
3469,0.00,0.01,4.2,275
3472,0.00,0.01,5.2,275
3475,0.00,0.01,3.6,275
3479,0.00,0.01,4.8,275
3482,0.00,0.01,5.7,275
3486,0.00,0.01,4.3,275
3490,0.00,0.01,5.3,275
3493,0.00,0.01,4.0,275
3497,0.00,0.01,5.5,275
3501,0.00,0.01,4.1,275
3504,0.00,0.01,5.2,275
3508,0.00,0.01,3.1,275
3511,0.00,0.01,4.8,275
3515,0.00,0.01,3.2,275
3519,0.00,0.01,4.2,275
3522,0.00,0.01,5.3,275
3525,0.00,0.01,4.0,275
3529,0.00,0.01,4.8,275
3532,0.00,0.01,3.4,275
3576,0.00,0.01,43.9,275
3580,0.00,0.01,10.8,275
3589,0.00,0.01,11.2,275
3593,0.00,0.01,3.8,275
3596,0.00,0.01,4.8,275
3600,0.00,0.01,3.4,275
3604,0.00,0.01,5.2,275
3608,0.00,0.01,4.5,275
3611,0.00,0.01,4.8,275
3615,0.00,0.01,5.7,275
3618,0.00,0.01,4.1,275
3622,0.00,0.01,5.3,275
3625,0.00,0.01,3.9,275
3629,0.00,0.01,5.0,275
3632,0.00,0.01,3.6,275
3636,0.00,0.01,4.6,275
3639,0.00,0.01,3.2,275
3643,0.00,0.01,3.7,275
3647,0.00,0.01,5.3,275
3650,0.00,0.01,3.0,275
3654,0.00,0.01,5.5,275
3658,0.00,0.01,4.3,275
3662,0.00,0.01,5.3,275
3665,0.00,0.01,3.9,275
3669,0.00,0.01,5.3,275
3673,0.00,0.01,6.1,275
3676,0.00,0.01,4.7,275
3680,0.00,0.01,3.6,275
3683,0.00,0.01,4.6,275
3687,0.00,0.01,3.2,275
3691,0.00,0.01,4.2,275
3694,0.00,0.01,5.2,275
3697,0.00,0.01,3.6,275
3701,0.00,0.01,5.2,275
3705,0.00,0.01,3.8,275
3709,0.00,0.01,5.2,275
3712,0.00,0.01,5.7,275
3716,0.00,0.01,4.5,275
3719,0.00,0.01,3.2,275
3723,0.00,0.01,3.9,275
3727,0.00,0.01,5.3,275
3730,0.00,0.01,6.3,275
3733,0.00,0.01,5.2,275
3737,0.00,0.01,3.2,275
3740,0.00,0.01,4.2,275
3746,0.00,0.01,7.2,275
3750,0.00,0.01,3.5,275
3754,0.00,0.01,5.5,275
3758,0.00,0.01,4.1,275
3761,0.00,0.01,5.3,275
3765,0.00,0.01,3.8,275
3769,0.00,0.01,5.4,275
3772,0.00,0.01,5.7,275
3776,0.00,0.01,4.7,275
3779,0.00,0.01,3.4,275
3783,0.00,0.01,4.4,275
3786,0.00,0.01,3.0,275
3790,0.00,0.01,3.7,275
3794,0.00,0.01,5.2,275
3797,0.00,0.01,3.8,275
3801,0.00,0.01,4.8,275
3804,0.00,0.01,3.4,275
3808,0.00,0.01,4.8,275
3812,0.00,0.01,3.4,275
3816,0.00,0.01,5.2,275
3819,0.00,0.01,3.6,275
3823,0.00,0.01,4.8,275
3827,0.00,0.01,3.2,275
3830,0.00,0.01,4.4,275
3834,0.00,0.01,5.3,275
3837,0.00,0.01,4.0,275
3854,0.00,0.01,5.3,275
3857,0.00,0.02,4.1,275
3863,0.00,0.02,4.5,275
3867,0.00,0.02,3.6,275
3871,0.00,0.02,5.0,275
3874,0.00,0.02,3.4,275
3878,0.00,0.02,3.9,275
3881,0.00,0.02,3.0,275
3885,0.00,0.03,3.5,275
3888,0.00,0.03,5.0,275
3892,0.00,0.03,5.0,275
3895,0.00,0.03,4.4,275
3898,0.00,0.03,5.2,275
3903,0.00,0.03,4.5,275
3907,0.00,0.03,3.4,275
3910,0.00,0.03,4.8,275
3914,0.00,0.03,5.5,275
3917,0.00,0.03,4.1,275
3924,0.00,0.03,8.2,275
3927,0.00,0.03,4.1,275
3932,0.00,0.03,6.7,275
3935,0.00,0.03,4.1,275
3939,0.00,0.03,5.5,275
3943,0.00,0.03,4.7,275
3946,0.00,0.03,3.2,275
3950,0.00,0.03,4.6,275
3954,0.00,0.03,5.3,275
3957,0.00,0.03,4.1,275
3961,0.00,0.03,2.7,275
3964,0.00,0.03,3.7,275
3968,0.00,0.03,4.8,275
3971,0.00,0.03,3.2,275
3975,0.00,0.03,4.4,275
3978,0.00,0.03,5.2,275
3982,0.00,0.03,3.8,275
3985,0.00,0.03,4.8,275
3989,0.00,0.03,3.4,275
3993,0.00,0.03,4.4,275
3996,0.00,0.04,5.5,275
3999,0.00,0.04,4.1,275
4003,0.00,0.04,5.2,275
4006,0.00,0.04,3.6,275
4010,0.00,0.04,4.6,275
4014,0.00,0.04,3.2,275
4017,0.00,0.04,4.2,275
4021,0.00,0.04,5.2,275
4024,0.00,0.04,3.8,275
4029,0.00,0.04,5.7,275
4032,0.00,0.04,5.2,275
4035,0.00,0.04,5.0,275
4039,0.00,0.04,3.6,275
4043,0.00,0.04,5.5,275
4047,0.00,0.05,4.3,275
4051,0.00,0.05,5.2,275
4054,0.00,0.05,3.8,275
4058,0.00,0.05,4.8,275
4061,0.00,0.05,3.4,275
4065,0.00,0.04,4.4,275
4068,0.00,0.05,5.5,275
4072,0.00,0.05,3.8,275
4075,0.00,0.05,5.0,275
4079,0.00,0.04,3.2,275
4083,0.00,0.04,4.6,275
4088,0.00,0.04,5.2,275
4093,0.00,0.04,5.5,275
4096,0.00,0.04,3.6,275
4100,0.00,0.04,4.8,275
4103,0.00,0.04,3.2,275
4107,0.00,0.04,4.4,275
4111,0.00,0.04,5.3,275
4114,0.00,0.04,3.0,275
4118,0.00,0.04,5.3,275
4121,0.00,0.04,3.7,275
4126,0.00,0.04,5.2,275
4129,0.00,0.04,3.8,275
4133,0.00,0.04,5.0,275
4136,0.00,0.04,3.6,275
4140,0.00,0.04,4.6,275
4143,0.00,0.04,5.5,275
4147,0.00,0.04,4.1,275
4150,0.00,0.04,5.0,275
4154,0.00,0.04,3.8,275
4158,0.00,0.04,5.5,275
4162,0.00,0.04,4.1,275
4165,0.00,0.04,5.4,275
4169,0.00,0.04,3.7,275
4173,0.00,0.04,5.5,275
4177,0.00,0.05,4.1,275
4181,0.00,0.05,5.5,275
4185,0.00,0.05,4.4,275
4188,0.00,0.05,3.4,275
4192,0.00,0.05,4.4,275
4195,0.00,0.05,3.0,275
4199,0.00,0.05,4.2,275
4203,0.00,0.05,5.2,275
4206,0.00,0.05,3.6,275
4210,0.00,0.04,4.8,275
4213,0.00,0.04,2.8,275
4217,0.00,0.04,4.2,275
4220,0.00,0.04,5.4,275
4224,0.00,0.04,3.7,275
4227,0.00,0.04,4.8,275
4231,0.00,0.04,3.4,275
4234,0.00,0.04,3.7,275
4238,0.00,0.04,5.3,275
4241,0.00,0.04,3.8,275
4245,0.00,0.04,5.5,275
4286,0.00,0.04,41.1,275
4290,0.00,0.03,10.5,275
4299,0.00,0.03,8.7,275
4303,0.00,0.03,3.2,275
4307,0.00,0.03,4.4,275
4310,0.00,0.03,5.5,275
4314,0.00,0.03,3.9,275
4317,0.00,0.03,2.7,275
4321,0.00,0.03,3.5,275
4325,0.00,0.03,4.8,275
4328,0.00,0.03,2.9,275
4332,0.00,0.03,4.4,275
4335,0.00,0.03,2.9,275
4340,0.00,0.03,5.3,275
4343,0.00,0.03,3.7,275
4348,0.00,0.03,5.3,275
4351,0.00,0.03,5.7,275
4354,0.00,0.03,4.7,275
4358,0.00,0.03,3.4,275
4362,0.00,0.03,4.6,275
4365,0.00,0.03,3.0,275
4369,0.00,0.03,3.9,275
4372,0.00,0.03,5.2,275
4376,0.00,0.03,3.8,275
4379,0.00,0.03,4.8,275
4383,0.00,0.03,3.2,275
4387,0.00,0.03,4.8,275
4390,0.00,0.03,5.7,275
4394,0.00,0.03,4.9,275
4398,0.00,0.03,3.5,275
4402,0.00,0.03,4.8,275
4405,0.00,0.03,3.2,275
4409,0.00,0.03,3.9,275
4412,0.00,0.03,5.3,275
4416,0.00,0.03,3.8,275
4420,0.00,0.03,5.3,275
4423,0.00,0.03,3.9,275
4427,0.00,0.03,5.0,275
4430,0.00,0.02,3.6,275
4435,0.00,0.02,5.3,275
4438,0.00,0.02,3.7,275
4442,0.00,0.02,5.3,275
4446,0.00,0.03,3.8,275
4449,0.00,0.03,5.0,275
4455,0.00,0.03,5.6,275
4459,0.00,0.03,4.2,275
4463,0.00,0.03,3.2,275
4467,0.00,0.02,5.0,275
4470,0.00,0.02,4.8,275
4474,0.00,0.02,4.5,275
4477,0.00,0.02,3.0,275
4482,0.00,0.02,4.8,275
4485,0.00,0.02,3.2,275
4489,0.00,0.02,4.4,275
4492,0.00,0.02,3.0,275
4496,0.00,0.02,3.7,275
4499,0.00,0.02,5.2,275
4503,0.00,0.02,3.0,275
4507,0.00,0.02,4.8,275
4510,0.00,0.02,4.6,275
4513,0.00,0.02,4.1,275
4517,0.00,0.02,5.0,275
4520,0.00,0.02,3.6,275
4524,0.00,0.02,4.6,275
4527,0.00,0.02,3.2,275
4531,0.00,0.02,4.2,275
4535,0.00,0.02,6.3,275
4538,0.00,0.02,4.0,275
4542,0.00,0.02,5.2,275
4545,0.00,0.02,3.7,275
4549,0.00,0.02,4.1,275
4553,0.00,0.02,4.4,275
4556,0.00,0.02,4.4,275
4560,0.00,0.02,3.0,275
4563,0.00,0.02,3.5,275
4567,0.00,0.02,5.2,275
4570,0.00,0.01,3.5,275
4574,0.00,0.01,4.6,275
4577,0.00,0.02,3.2,275
4581,0.00,0.02,4.2,275
4584,0.00,0.02,5.3,275
4588,0.00,0.02,3.8,275
4591,0.00,0.02,4.8,275
4595,0.00,0.02,3.2,275
4599,0.00,0.02,4.4,275
4602,0.00,0.02,5.3,275
4605,0.00,0.02,3.8,275
4609,0.00,0.02,4.8,275
4612,0.00,0.02,3.2,275
4619,0.00,0.02,7.6,275
4622,0.00,0.02,3.2,275
4627,0.00,0.02,5.5,275
4631,0.00,0.02,6.1,275
4634,0.00,0.02,5.0,275
4638,0.00,0.02,3.3,275
4642,0.00,0.02,5.0,275
4645,0.00,0.02,3.6,275
4649,0.00,0.02,4.6,275
4652,0.00,0.02,3.0,275
4656,0.00,0.02,5.0,275
4660,0.00,0.02,3.4,275
4664,0.00,0.02,4.6,275
4667,0.00,0.02,5.5,275
4670,0.00,0.02,4.1,275
4674,0.00,0.02,5.2,275
4677,0.00,0.02,3.0,275
4681,0.00,0.02,4.8,275
4685,0.00,0.02,2.6,275
4688,0.00,0.02,4.4,275
4692,0.00,0.02,2.8,275
4696,0.00,0.02,4.2,275
4699,0.00,0.02,5.0,275
4702,0.00,0.02,3.6,275
4706,0.00,0.02,4.6,275
4709,0.00,0.02,5.5,275
4713,0.00,0.02,4.1,275
4717,0.00,0.02,5.3,275
4720,0.00,0.02,3.7,275
4724,0.00,0.02,5.2,275
4727,0.00,0.02,3.8,275
4732,0.00,0.02,5.5,275
4735,0.00,0.02,4.3,275
4739,0.00,0.02,5.2,275
4742,0.00,0.02,3.8,275
4746,0.00,0.02,4.8,275
4749,0.00,0.02,3.2,275
4753,0.00,0.01,4.4,275
4757,0.00,0.01,5.5,275
4760,0.00,0.01,3.8,275
4764,0.00,0.01,5.3,275
4767,0.00,0.01,3.8,275
4772,0.00,0.01,5.5,275
4775,0.00,0.01,4.1,275
4782,0.00,0.01,8.5,275
4785,0.00,0.01,3.8,275
4790,0.00,0.01,3.4,275
4794,0.00,0.01,5.2,275
4797,0.00,0.01,3.8,275
4801,0.00,0.01,4.8,275
4804,0.00,0.01,3.0,275
4808,0.00,0.01,4.6,275
4811,0.00,0.01,2.8,275
4815,0.00,0.01,4.2,275
4819,0.00,0.01,5.2,275
4822,0.00,0.01,3.6,275
4826,0.00,0.01,4.6,275
4829,0.00,0.01,3.2,275
4833,0.00,0.01,3.9,275
4836,0.00,0.01,5.2,275
4840,0.00,0.01,3.6,275
4843,0.00,0.01,4.8,275
4847,0.00,0.01,3.2,275
4851,0.00,0.01,5.0,275
4854,0.00,0.01,3.5,275
4859,0.00,0.01,5.2,275
4862,0.00,0.01,3.7,275
4866,0.00,0.01,4.8,275
4869,0.00,0.01,3.4,275
4873,0.00,0.01,4.4,275
4876,0.00,0.01,5.5,275
4880,0.00,0.01,3.9,275
4884,0.00,0.01,6.0,275
4887,0.00,0.01,3.6,275
4891,0.00,0.01,4.6,275
4894,0.00,0.01,3.2,275
4898,0.00,0.01,4.8,275
4902,0.00,0.01,3.4,275
4905,0.00,0.01,4.4,275
4909,0.00,0.01,5.5,275
4912,0.00,-0.00,3.8,275
4916,0.00,0.00,5.0,275
4919,0.00,0.00,3.0,275
4923,0.00,0.00,4.6,275
4926,0.00,0.00,2.6,275
4930,0.00,0.00,4.4,275
4933,0.00,0.00,5.0,275
4937,0.00,0.00,4.1,275
4941,0.00,0.00,5.2,275
4983,0.00,0.00,42.8,275
4987,0.00,0.01,10.9,275
4996,0.00,0.01,6.7,275
4999,0.00,0.01,3.8,275
5004,0.00,0.01,5.3,275
5007,0.00,0.01,6.1,275
5010,0.00,0.01,5.7,275
5014,0.00,0.01,3.2,275
5018,0.00,0.01,4.8,275
5021,0.00,0.01,3.2,275
5026,0.00,0.01,5.0,275
5029,0.00,0.01,3.4,275
5033,0.00,0.01,5.2,275
5037,0.00,0.01,3.8,275
5041,0.00,0.01,5.3,275
5044,0.00,0.01,4.1,275
5048,0.00,0.01,5.0,275
5051,0.00,0.01,3.6,275
5055,0.00,0.01,4.6,275
5059,0.00,0.01,5.7,275
5062,0.00,0.01,4.1,275
5066,0.00,0.01,5.3,275
5069,0.00,0.01,6.3,275
5072,0.00,0.01,4.6,275
5076,0.00,0.01,3.0,275
5080,0.00,0.01,4.2,275
5083,0.00,0.01,5.0,275
5099,0.00,0.01,16.4,275
5103,0.00,0.01,4.6,275
5108,0.00,0.01,5.0,275
5112,0.00,0.01,4.1,275
5116,0.00,0.01,2.7,275
5119,0.00,0.01,4.1,275
5123,0.00,0.01,4.8,275
5126,0.00,0.01,3.4,275
5130,0.00,0.01,4.4,275
5133,0.00,0.01,5.5,275
5137,0.00,0.01,4.3,275
5141,0.00,0.01,5.3,275
5144,0.00,0.01,3.9,275
5148,0.00,0.01,4.2,275
5151,0.00,0.01,3.4,275
5155,0.00,0.01,4.6,275
5158,0.00,0.01,3.0,275
5165,0.00,0.01,6.7,275
5168,0.00,0.01,2.8,275
5172,0.00,0.01,4.6,275
5176,0.00,0.01,3.0,275
5180,0.00,0.01,4.8,275
5183,0.00,0.01,3.2,275
5187,0.00,0.01,4.2,275
5190,0.00,0.01,5.2,275
5194,0.00,0.01,3.8,275
5198,0.00,0.01,4.8,275
5201,0.00,0.01,3.2,275
5205,0.00,0.01,4.6,275
5208,0.00,0.01,3.0,275
5212,0.00,0.01,4.2,275
5215,0.00,0.01,5.2,275
5219,0.00,0.01,3.6,275
5222,0.00,0.01,4.6,275
5226,0.00,0.01,3.2,275
5230,0.00,0.01,5.2,275
5233,0.00,0.01,5.3,275
5236,0.00,0.01,3.8,275
5240,0.00,0.01,5.0,275
5243,0.00,0.01,3.4,275
5247,0.00,0.01,4.4,275
5250,0.00,0.01,3.0,275
5255,0.00,0.01,4.8,275
5258,0.00,0.01,3.2,275
5262,0.00,0.01,4.4,275
5265,0.00,0.01,2.8,275
5269,0.00,0.01,4.1,275
5273,0.00,0.01,5.3,275
5276,0.00,0.01,3.7,275
5280,0.00,0.01,4.8,275
5283,0.00,0.01,2.6,275
5287,0.00,0.01,4.4,275
5290,0.00,0.01,3.0,275
5294,0.00,0.01,4.1,275
5297,0.00,0.01,5.2,275
5301,0.00,0.01,3.4,275
5305,0.00,0.01,4.6,275
5308,0.00,0.01,5.5,275
5311,0.00,0.01,4.3,275
5316,0.00,0.01,5.5,275
5319,0.00,0.01,4.1,275
5323,0.00,0.01,5.5,275
5329,0.00,0.01,7.1,275
5333,0.00,0.01,5.6,275
5337,0.00,0.01,4.4,275
5341,0.00,0.02,3.2,275
5344,0.00,0.02,3.9,275
5348,0.00,0.02,5.3,275
5351,0.00,0.02,3.9,275
5355,0.00,0.02,5.5,275
5359,0.00,0.02,4.1,275
5363,0.00,0.02,5.3,275
5366,0.00,0.02,3.7,275
5370,0.00,0.02,5.2,275
5373,0.00,0.02,3.6,275
5377,0.00,0.02,4.8,275
5380,0.00,0.01,3.0,275
5384,0.00,0.01,4.4,275
5387,0.00,0.01,5.2,275
5391,0.00,0.01,3.2,275
5395,0.00,0.01,4.8,275
5398,0.00,0.01,3.4,275
5402,0.00,0.01,5.2,275
5406,0.00,0.01,3.6,275
5409,0.00,0.01,4.8,275
5413,0.00,0.01,3.2,275
5417,0.00,0.01,4.4,275
5420,0.00,0.01,2.9,275
5424,0.00,0.01,4.1,275
5427,0.00,0.01,4.8,275
5430,0.00,0.01,3.0,275
5434,0.00,0.01,4.4,275
5438,0.00,0.01,4.0,275
5441,0.00,0.01,4.2,275
5445,0.00,0.02,5.0,275
5448,0.00,0.02,3.4,275
5452,0.00,0.01,3.9,275
5455,0.00,0.01,5.3,275
5458,0.00,0.02,3.5,275
5462,0.00,0.02,5.2,275
5466,0.00,0.02,3.8,275
5469,0.00,0.02,4.8,275
5473,0.00,0.01,3.4,275
5477,0.00,0.01,5.0,275
5480,0.00,0.01,3.6,275
5484,0.00,0.01,4.6,275
5490,0.00,0.01,5.2,275
5494,0.00,0.01,4.6,275
5498,0.00,0.01,3.6,275
5502,0.00,0.01,4.8,275
5505,0.00,0.01,3.2,275
5509,0.00,0.01,4.6,275
5512,0.00,0.01,5.3,275
5516,0.00,0.01,4.7,275
5520,0.00,0.01,3.3,275
5524,0.00,0.01,4.6,275
5527,0.00,0.01,5.5,275
5531,0.00,0.01,4.1,275
5535,0.00,0.01,5.3,275
5538,0.00,0.01,3.2,275
5542,0.00,0.01,5.0,275
5545,0.00,0.01,2.8,275
5549,0.00,0.01,4.4,275
5552,0.00,-0.00,5.3,275
5556,0.00,0.01,3.9,275
5559,0.00,0.01,4.8,275
5563,0.00,0.01,3.4,275
5566,0.00,0.01,4.6,275
5570,0.00,-0.00,5.5,275
5573,0.00,-0.00,4.0,275
5577,0.00,-0.00,5.2,275
5580,0.00,-0.00,3.6,275
5584,0.00,-0.00,4.8,275
5588,0.00,-0.00,6.9,275
5591,0.00,-0.01,4.1,275
5595,0.00,-0.01,5.5,275
5598,0.00,-0.01,3.9,275
5602,0.00,-0.01,5.2,275
5605,0.00,-0.01,3.2,275
5609,0.00,-0.01,4.8,275
5612,0.00,-0.01,3.2,275
5616,0.00,-0.01,4.4,275
5619,0.00,-0.01,5.2,275
5623,0.00,-0.01,4.3,275
5627,0.00,-0.01,5.3,275
5631,0.00,-0.01,4.1,275
5634,0.00,-0.01,5.2,275
5638,0.00,-0.01,3.6,275
5642,0.00,-0.01,5.5,275
5645,0.00,-0.01,5.9,275
5686,0.00,-0.01,41.8,275
5690,0.00,-0.01,11.3,275
5699,0.00,-0.00,7.1,275
5703,0.00,-0.00,4.1,275
5707,0.00,-0.00,5.3,275
5710,0.00,-0.00,3.8,275
5714,0.00,-0.00,4.8,275
5717,0.00,-0.00,3.2,275
5721,0.00,-0.00,4.4,275
5724,0.00,-0.00,5.3,275
5727,0.00,-0.00,2.8,275
5731,0.00,-0.00,4.8,275
5734,0.00,-0.00,2.2,275
5739,0.00,-0.00,5.0,275
5742,0.00,-0.00,3.2,275
5746,0.00,-0.00,4.4,275
5749,0.00,-0.00,5.2,275
5752,0.00,-0.00,3.6,275
5756,0.00,-0.00,4.4,275
5759,0.00,-0.00,5.5,275
5763,0.00,-0.00,3.8,275
5766,0.00,-0.00,5.0,275
5769,0.00,-0.00,2.2,275
5773,0.00,-0.00,4.4,275
5776,0.00,-0.00,2.9,275
5780,0.00,0.01,3.5,275
5784,0.00,0.01,4.8,275
5787,0.00,0.01,3.2,275
5791,0.00,0.01,4.2,275
5794,0.00,0.01,5.3,275
5798,0.00,0.01,4.3,275
5802,0.00,0.01,3.0,275
5806,0.00,0.01,5.1,275
5809,0.00,0.01,5.2,275
5812,0.00,0.01,3.6,275
5816,0.00,0.01,2.1,275
5819,0.00,0.01,5.5,275
5823,0.00,0.01,4.1,275
5826,0.00,0.01,5.0,275
5830,0.00,0.01,3.8,275
5833,0.00,0.01,4.8,275
5837,0.00,0.01,3.0,275
5843,0.00,0.01,7.2,275
5847,0.00,0.01,3.0,275
5851,0.00,0.01,4.6,275
5854,0.00,0.01,3.2,275
5858,0.00,0.01,4.4,275
5861,0.00,0.01,5.3,275
5865,0.00,0.01,3.8,275
5869,0.00,0.01,5.0,275
5872,0.00,0.01,3.4,275
5876,0.00,0.01,3.9,275
5879,0.00,0.01,5.3,275
5882,0.00,0.01,3.2,275
5886,0.00,0.01,5.2,275
5889,0.00,0.01,3.4,275
5894,0.00,0.01,5.0,275
5897,0.00,0.01,3.4,275
5901,0.00,0.01,4.6,275
5904,0.00,0.01,5.5,275
5907,0.00,0.01,4.1,275
5911,0.00,0.01,5.3,275
5915,0.00,0.01,4.1,275
5919,0.00,0.01,5.0,275
5922,0.00,0.01,2.9,275
5926,0.00,0.01,4.8,275
5929,0.00,0.01,5.7,275
5933,0.00,0.01,4.7,275
5937,0.00,0.01,3.4,275
5941,0.00,0.01,5.3,275
5945,0.00,0.01,5.3,275
5948,0.00,0.01,4.5,275
5952,0.00,0.01,3.2,275
5955,0.00,0.01,3.9,275
5959,0.00,0.01,5.5,275
5962,0.00,0.01,3.2,275
5966,0.00,0.01,5.0,275
5969,0.00,0.01,3.4,275
5973,0.00,0.01,4.6,275
5976,0.00,0.01,5.5,275
5980,0.00,0.01,4.7,275
5984,0.00,0.01,5.3,275
5988,0.00,0.01,5.3,275
5991,0.00,0.01,5.3,275
5995,0.00,0.01,3.8,275
5999,0.00,0.01,5.3,275
6002,0.00,0.01,3.2,275
6008,0.00,0.01,6.8,275
6012,0.00,0.01,3.6,275
6016,0.00,0.01,5.2,275
6021,0.00,0.01,4.9,275
6024,0.00,0.01,5.5,275
6028,0.00,0.01,4.5,275
6031,0.00,0.01,5.7,275
6036,0.00,0.01,4.9,275
6039,0.00,0.01,3.7,275
6043,0.00,0.01,4.8,275
6046,0.00,0.01,3.4,275
6050,0.00,0.01,4.6,275
6054,0.00,0.01,5.5,275
6057,0.00,0.01,4.1,275
6061,0.00,0.01,5.2,275
6064,0.00,0.01,3.6,275
6068,0.00,0.01,4.8,275
6071,0.00,0.01,3.2,275
6075,0.00,0.01,3.9,275
6078,0.00,0.01,5.3,275
6082,0.00,0.01,3.6,275
6085,0.00,0.01,4.8,275
6089,0.00,0.01,5.7,275
6092,0.00,0.01,4.1,275
6096,0.00,0.01,5.3,275
6099,0.00,0.01,4.1,275
6103,0.00,0.01,5.3,275
6107,0.00,0.01,3.7,275
6111,0.00,0.01,5.0,275
6114,0.00,0.01,3.4,275
6118,0.00,0.01,4.6,275
6121,0.00,0.01,3.2,275
6125,0.00,0.01,4.2,275
6128,0.00,0.01,5.2,275
6132,0.00,0.01,3.6,275
6136,0.00,0.01,5.2,275
6139,0.00,0.01,3.8,275
6143,0.00,0.01,5.3,275
6147,0.00,0.01,5.9,275
6150,0.00,0.01,4.7,275
6154,0.00,0.01,3.2,275
6158,0.00,0.01,3.9,275
6161,0.00,0.01,5.5,275
6164,0.00,0.01,3.4,275
6171,0.00,0.01,8.2,275
6174,0.00,0.01,3.7,275
6179,0.00,0.01,4.0,275
6183,0.00,0.01,5.0,275
6186,0.00,0.01,5.7,275
6189,0.00,0.01,4.1,275
6193,0.00,0.01,5.3,275
6197,0.00,0.01,4.8,275
6200,0.00,0.01,4.8,275
6204,0.00,0.01,5.9,275
6207,0.00,0.01,6.3,275
6210,0.00,0.01,5.1,275
6214,0.00,0.01,4.0,275
6218,0.00,0.01,5.0,275
6221,0.00,0.01,3.6,275
6225,0.00,0.01,4.6,275
6228,0.00,0.01,3.2,275
6232,0.00,0.01,3.9,275
6236,0.00,0.01,5.3,275
6239,0.00,0.01,3.8,275
6243,0.00,0.01,5.4,275
6246,0.00,0.01,5.7,275
6250,0.00,0.01,4.4,275
6253,0.00,0.01,5.5,275
6256,0.00,0.01,3.8,275
6260,0.00,0.01,5.0,275
6264,0.00,0.01,4.4,275
6267,0.00,0.01,4.6,275
6271,0.00,0.01,5.3,275
6274,0.00,0.01,4.1,275
6278,0.00,0.01,5.3,275
6281,0.00,0.01,3.7,275
6285,0.00,0.01,3.7,275
6301,0.00,0.01,15.5,275
6305,0.00,0.01,5.5,275
6310,0.00,0.01,4.7,275
6314,0.00,0.01,3.8,275
6318,0.00,0.01,5.1,275
6321,0.00,0.01,3.7,275
6325,0.00,0.01,3.9,275
6328,0.00,0.01,3.3,275
6332,0.00,0.01,4.2,275
6335,0.00,0.01,5.0,275
6338,0.00,0.01,3.6,275
6342,0.00,0.01,4.6,275
6384,0.00,0.01,44.5,275
6388,0.00,0.01,11.0,275
6397,0.00,0.01,11.0,275
6400,0.00,0.01,2.8,275
6404,0.00,0.01,4.1,275
6407,0.00,0.01,5.2,275
6411,0.00,0.01,3.4,275
6415,0.00,0.01,5.3,275
6419,0.00,0.01,3.9,275
6422,0.00,0.01,5.0,275
6426,0.00,0.01,3.6,275
6429,0.00,0.01,4.6,275
6433,0.00,0.01,5.5,275
6436,0.00,0.01,4.1,275
6440,0.00,0.01,5.2,275
6443,0.00,0.01,3.6,275
6447,0.00,0.01,4.8,275
6450,0.00,0.01,3.2,275
6454,0.00,0.01,4.4,275
6457,0.00,0.01,5.2,275
6461,0.00,0.01,3.8,275
6465,0.00,0.01,4.8,275
6468,0.00,0.01,3.2,275
6472,0.00,0.01,5.0,275
6475,0.00,0.01,3.4,275
6479,0.00,0.01,4.6,275
6483,0.00,0.01,3.0,275
6486,0.00,0.01,4.2,275
6490,0.00,0.01,2.9,275
6494,0.00,0.01,3.7,275
6497,0.00,0.01,5.0,275
6500,0.00,0.01,2.6,275
6504,0.00,0.01,4.4,275
6507,0.00,0.01,2.7,275
6511,0.00,0.01,4.1,275
6514,0.00,0.01,4.8,275
6518,0.00,0.01,3.2,275
6522,0.00,0.01,5.2,275
